dataType,metadata_generatedAt,metadata_generatedBy,metadata_logFileName,metadata_schemaVersion,metadata_securityResultCode,metadata_sanitized,metadata_payloadType,metadata_recordType,metadata_serialId_streamId,metadata_serialId_bundleSize,metadata_serialId_bundleId,metadata_serialId_recordId,metadata_serialId_serialNumber,metadata_receivedAt,metadata_rmd_elevation,metadata_rmd_heading,metadata_rmd_latitude,metadata_rmd_longitude,metadata_rmd_speed,metadata_rmd_rxSource,metadata_bsmSource,coreData_msgCnt,coreData_id,coreData_secMark,coreData_position_lat,coreData_position_long,coreData_elevation,coreData_accelset_accelYaw,coreData_accuracy_semiMajor,coreData_accuracy_semiMinor,coreData_transmission,coreData_speed,coreData_heading,coreData_brakes_wheelBrakes_leftFront,coreData_brakes_wheelBrakes_rightFront,coreData_brakes_wheelBrakes_unavailable,coreData_brakes_wheelBrakes_leftRear,coreData_brakes_wheelBrakes_rightRear,coreData_brakes_traction,coreData_brakes_abs,coreData_brakes_scs,coreData_brakes_brakeBoost,coreData_brakes_auxBrakes,coreData_size,part2_suve_cd_hpmstype,part2_suve_cd_role,part2_suve_vd_height,part2_suve_vd_mass,part2_suve_vd_trailerweight,part2_vse_events,part2_vse_ph_crumbdata,part2_vse_pp_confidence,part2_vse_pp_radiusofcurve,part2_vse_lights,part2_spve_vehalert_sspRights,part2_spve_vehalert_event_sspRights,part2_spve_vehalert_event_events,part2_spve_vehalert_lightsUse,part2_spve_vehalert_multi,part2_spve_vehalert_responseType,part2_spve_vehalert_sirenUse,part2_spve_event_desc,part2_spve_event_extent,part2_spve_event_heading,part2_spve_tr_sspRights,part2_spve_tr_conn,part2_spve_tr_units,coreData_position
us.dot.its.jpo.ode.plugin.j2735.J2735Bsm,07/31/2019 12:41:59 PM,OBU,rxMsg_1564598767_2620:31:40e0:876::1.csv,6,spduParsingUnsupportedCriticalInformationField,True,us.dot.its.jpo.ode.model.OdeBsmPayload,rxMsg,4acfcee9-59da-45bb-aaca-c1f548b9540a,735,27611,107,11924977,07/31/2019 06:54:05 PM,0,0,0,0,0,RV,RV,123,30300000,59700,41.1509182,-104.6744332,1820,0,2.7,4.65,NEUTRAL,30.54,236.3125,False,False,True,False,False,unavailable,unavailable,unavailable,unavailable,unavailable,"{""width"": 243, ""length"": 749}",,,,,,,"[{'elevationOffset': 0.5, 'latOffset': -0.0003772, 'lonOffset': -0.0007574, 'timeOffset': 2.5}, {'elevationOffset': 1.9, 'latOffset': -0.0012547, 'lonOffset': -0.0026459, 'timeOffset': 8.58}]",45,327.6,,,,,,,,,,,,,,,POINT (-104.6744332 41.1509182)
